control,cve_ent,nom_ent,cve_mun,nom_mun,cve_ageb,cve_mza,terrenos,sup_total,cve_concat,shape_leng,shape_area,acelga,achiote,agapando,agave,aguacate,ajo,ajonjoli,albahaca,alcatraz,alfalfa,almacigo,alstroemer,anona,anthurium,arbol_hule,arroz,astronomic,avena,azucena_am,bambu,belen,berenjena,berro,betabel,brocoli,bugambilia,bule_morro,cacahuate,cacao,cacao_vola,cacate,cafe,cafe_cimar,calabacita,calabaza,camote,canela,cana_azuca,cana_silve,caramicua,carrizo,castana,cebolla,cebollin,chapaya,chayote,chicharo,chicozapot,chilca,chile,chipile,cilantro,cipres_pir,ciruela,clavel,coco_palma,col,coliflor,colinabo,corozo,crisantemo,dalia,durazno,ejote,escobillo,espinaca,estate,estevia,estrella,flame_flow,flor_china,flor_bolit,flor_cuare,flor_milpa,flor_sjuan,flor_galli,flor_hawai,floricult,fresa,frijol,frijol_ter,frijoli_mo,frijolon,garambullo,garbanzo,gardenia,garden_mex,geranio,gladiola,granadilla,guanabana,guayaba,guine_prie,haba,heliotropo,hierba_san,hierbabuen,hongo_seta,hortalizas,jaca,jamaica,jengibre,jicama,jitomate,jobo,lechuga,lima,limon,limonaria,litchi,maca_plant,madr_cacao,maguey,maiz,makal,mamey,mandarina,mangle_neg,mango,mangostan,manzana,manzanilla,margarita,melon,monte_blan,mora,moringa,mostaza,mota_obisp,nance_rojo,nanche,naranja,nardo,nochebuena,nogal_nuez,nopal,nube,oregano,ornamental,orquidea,pacaya,palma_arec,palma_came,palma_acei,palma_real,papa,papa_agua,papaya,pasiflora,pasto_espa,pasto_list,pasto_mond,pasto_cult,pepino,pera,perejil,pimienta,pcipres_it,pina,platano,polar,rabano,raiz_zactn,rambutan,repol_chin,rosa,sandia,solidago,sorgo,soya,tabaco,tamarindo,te_limon,tejocote,tercip_orq,tomat_arbo,tomat_casc,tomat_rojo,tomatillo,tomillo,trigo,tulipan,verdolaga,verdura,yuca,yuca_ornam,zacate,zanahoria,zapote,zarzamora,zempoalxoc
07005002-8010,7,Chiapas,5,Amatán,002-8,10,43,1249.5456,005_002-8_010,21884.869951,12477408.0543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07039003-0029,7,Chiapas,39,Huitiupán,003-0,29,10,21.0806,039_003-0_029,1823.61801374,210497.866559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07001004-8012,7,Chiapas,1,Acacoyagua,004-8,12,12,610.5774,001_004-8_012,14914.8128815,6072932.32186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07063001-7030,7,Chiapas,63,Osumacinta,001-7,30,1,0.0001,063_001-7_030,4.60997937794,0.78132253502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07100004-6012,7,Chiapas,100,Tumbalá,004-6,12,20,189.1114,100_004-6_012,5801.12209013,1888834.87776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07081003-4016,7,Chiapas,81,Simojovel,003-4,16,86,172.8408,081_003-4_016,6779.90761386,1724496.45535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07108008-2012,7,Chiapas,108,Villaflores,008-2,12,26,97.4801,108_008-2_012,5339.21977809,994383.096073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07054006-0024,7,Chiapas,54,Mazatán,006-0,24,7,27.8668,054_006-0_024,6210.78461116,294811.159125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07061017-3014,7,Chiapas,61,Ocozocoautla de Espinosa,017-3,14,120,281.7168,061_017-3_014,9274.95335086,2983613.49724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07108009-7027,7,Chiapas,108,Villaflores,009-7,27,19,277.1053,108_009-7_027,7772.25594859,2759966.3945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07075006-0014,7,Chiapas,75,Las Rosas,006-0,14,32,270.8064,075_006-0_014,7258.36959492,2693287.51794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07117004-3015,7,Chiapas,117,Montecristo de Guerrero,004-3,15,5,120.5564,117_004-3_015,5469.08975155,1195846.99031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
