GRIDCODE,CLASS_NAME,CONTROL,HA,TIP_CAMBIO
"23",4 |  4,07116007-A005,10.33590000000,Actividad antrópica sin cambio
"23",4 |  4,07116007-A005,237.98800000000,Actividad antrópica sin cambio
"23",4 |  4,07116007-A008,12.34920000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6001,8.81093000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6001,191.90200000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6001,168.63500000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6001,1.23876000000,Actividad antrópica sin cambio
"23",4 |  4,07116004-6001,2761.14000000000,Actividad antrópica sin cambio
"23",4 |  4,07116004-6001,4.40070000000,Actividad antrópica sin cambio
"23",4 |  4,07116004-6001,31.11110000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6013,187.18400000000,Actividad antrópica sin cambio
"23",4 |  4,07116005-0004,454.20100000000,Actividad antrópica sin cambio
"23",4 |  4,07116008-4003,600.93900000000,Actividad antrópica sin cambio
"23",4 |  4,07116006-5009,92.47990000000,Actividad antrópica sin cambio
"23",4 |  4,07116008-4009,1274.34000000000,Actividad antrópica sin cambio
"23",4 |  4,07116007-A012,1070.99000000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6008,322.95900000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6008,19.78320000000,Actividad antrópica sin cambio
"23",4 |  4,07116009-9001,1314.76000000000,Actividad antrópica sin cambio
"23",4 |  4,07116009-9001,144.79700000000,Actividad antrópica sin cambio
"23",4 |  4,07116009-9001,250.51200000000,Actividad antrópica sin cambio
"23",4 |  4,07116009-9001,40.57040000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6007,897.35600000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6007,19.90510000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6007,1.35532000000,Actividad antrópica sin cambio
"23",4 |  4,07116007-A003,308.45200000000,Actividad antrópica sin cambio
"23",4 |  4,07116012-0004,16.63260000000,Actividad antrópica sin cambio
"23",4 |  4,07116012-0004,74.72460000000,Actividad antrópica sin cambio
"23",4 |  4,07116009-9002,833.51300000000,Actividad antrópica sin cambio
"23",4 |  4,07116010-1006,1.75791000000,Actividad antrópica sin cambio
"23",4 |  4,07116010-1006,814.78700000000,Actividad antrópica sin cambio
"23",4 |  4,07116010-1006,98.70400000000,Actividad antrópica sin cambio
"23",4 |  4,07116010-1006,21.77860000000,Actividad antrópica sin cambio
"23",4 |  4,07116010-1006,26.88090000000,Actividad antrópica sin cambio
"23",4 |  4,07116007-A002,238.64200000000,Actividad antrópica sin cambio
"23",4 |  4,07116006-5006,947.38400000000,Actividad antrópica sin cambio
"23",4 |  4,07116006-5006,53.75010000000,Actividad antrópica sin cambio
"23",4 |  4,07116006-5006,1.87188000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6012,242.81900000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6012,29.90830000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6012,1074.53000000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6012,28.76110000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6012,20.60460000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6012,20.33030000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6012,25.20670000000,Actividad antrópica sin cambio
"23",4 |  4,07116011-6012,68.93490000000,Actividad antrópica sin cambio
"42",7 |  7,07116005-0003,47.30300000000,Actividad antrópica sin cambio
"42",7 |  7,07116004-6001,3.52041000000,Actividad antrópica sin cambio
"42",7 |  7,07116009-9001,70.83270000000,Actividad antrópica sin cambio
"14",1 |  3,07116009-9001,1.19225000000,Ganancia de vegetación secundaria
"14",1 |  3,07116011-6012,0.57619200000,Ganancia de vegetación secundaria
"17",4 |  3,07116005-0003,1.92786000000,Ganancia de vegetación secundaria
"17",4 |  3,07116005-0003,1.45702000000,Ganancia de vegetación secundaria
"17",4 |  3,07116004-6001,4.00997000000,Ganancia de vegetación secundaria
"17",4 |  3,07116011-6007,1.74022000000,Ganancia de vegetación secundaria
"17",4 |  3,07116011-6007,1.66624000000,Ganancia de vegetación secundaria
"17",4 |  3,07116011-6012,0.59977900000,Ganancia de vegetación secundaria
"17",4 |  3,07116011-6012,1.05689000000,Ganancia de vegetación secundaria
"33",1 |  6,07116011-6012,24.28680000000,Ganancia de vegetación secundaria
"34",3 |  6,07116004-6001,5.48383000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6009,8.98453000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6009,58.72610000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6009,72.37920000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6009,4.05505000000,Ganancia de vegetación secundaria
"35",4 |  6,07116008-4008,11.98860000000,Ganancia de vegetación secundaria
"35",4 |  6,07116006-5007,2.02696000000,Ganancia de vegetación secundaria
"35",4 |  6,07116005-0003,0.63593900000,Ganancia de vegetación secundaria
"35",4 |  6,07116005-0003,1.22302000000,Ganancia de vegetación secundaria
"35",4 |  6,07116005-0003,37.69170000000,Ganancia de vegetación secundaria
"35",4 |  6,07116005-0003,4.73019000000,Ganancia de vegetación secundaria
"35",4 |  6,07116005-0003,8.79507000000,Ganancia de vegetación secundaria
"35",4 |  6,07116005-0003,15.25770000000,Ganancia de vegetación secundaria
"35",4 |  6,07116005-0003,9.04085000000,Ganancia de vegetación secundaria
"35",4 |  6,07116005-0003,1.37999000000,Ganancia de vegetación secundaria
"35",4 |  6,07116005-0003,3.32663000000,Ganancia de vegetación secundaria
"35",4 |  6,07116005-0003,1.70343000000,Ganancia de vegetación secundaria
"35",4 |  6,07116005-0003,1.71982000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6001,2.30159000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6001,7.08631000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6001,2.51992000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6001,15.54500000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6001,1.89865000000,Ganancia de vegetación secundaria
"35",4 |  6,07116004-6001,28.37040000000,Ganancia de vegetación secundaria
"35",4 |  6,07116004-6001,8.61382000000,Ganancia de vegetación secundaria
"35",4 |  6,07116004-6001,13.86630000000,Ganancia de vegetación secundaria
"35",4 |  6,07116004-6001,21.35380000000,Ganancia de vegetación secundaria
"35",4 |  6,07116004-6001,1.64457000000,Ganancia de vegetación secundaria
"35",4 |  6,07116004-6001,7.31673000000,Ganancia de vegetación secundaria
"35",4 |  6,07116004-6001,12.75050000000,Ganancia de vegetación secundaria
"35",4 |  6,07116004-6001,6.25868000000,Ganancia de vegetación secundaria
"35",4 |  6,07116008-4003,87.09110000000,Ganancia de vegetación secundaria
"35",4 |  6,07116008-4009,5.95817000000,Ganancia de vegetación secundaria
"35",4 |  6,07116008-4009,24.69850000000,Ganancia de vegetación secundaria
"35",4 |  6,07116007-A012,12.24360000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6008,52.44400000000,Ganancia de vegetación secundaria
"35",4 |  6,07116009-9001,8.71710000000,Ganancia de vegetación secundaria
"35",4 |  6,07116009-9001,2.53645000000,Ganancia de vegetación secundaria
"35",4 |  6,07116009-9001,2.73436000000,Ganancia de vegetación secundaria
"35",4 |  6,07116009-9001,20.46230000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6007,30.75350000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6007,4.32590000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6007,45.74870000000,Ganancia de vegetación secundaria
"35",4 |  6,07116007-A003,1.75669000000,Ganancia de vegetación secundaria
"35",4 |  6,07116012-0004,3.68396000000,Ganancia de vegetación secundaria
"35",4 |  6,07116012-0004,3.50021000000,Ganancia de vegetación secundaria
"35",4 |  6,07116010-1006,15.81040000000,Ganancia de vegetación secundaria
"35",4 |  6,07116010-1006,35.43610000000,Ganancia de vegetación secundaria
"35",4 |  6,07116006-5006,15.49770000000,Ganancia de vegetación secundaria
"35",4 |  6,07116006-5006,0.64000000000,Ganancia de vegetación secundaria
"35",4 |  6,07116006-5006,5.42114000000,Ganancia de vegetación secundaria
"35",4 |  6,07116006-5006,10.88460000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6012,458.60500000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6012,2.53082000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6012,0.82960900000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6012,35.59490000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6012,293.67400000000,Ganancia de vegetación secundaria
"35",4 |  6,07116011-6012,0.89738900000,Ganancia de vegetación secundaria
"39",4 |  7,07116009-9001,32.57820000000,Ganancia de vegetación secundaria
"41",6 |  7,07116004-6001,7.24181000000,Ganancia de vegetación secundaria
"11",4 |  2,07116004-6001,71.44490000000,Urbanizacición
"11",4 |  2,07116008-4009,20.77980000000,Urbanizacición
"11",4 |  2,07116009-9002,11.94970000000,Urbanizacición
"11",4 |  2,07116006-5006,32.58950000000,Urbanizacición
"11",4 |  2,07116011-6012,35.19780000000,Urbanizacición
