"","AC","cve_Entidad","Entidad","cvd_Municipio","Municipio","cve_AGEB","cve_Manzana","Terrenos_totales","Superficie_total","Terrenos_con_actividad_forestal","Terrenos_con_actividad_pecuaria","Terrenos_con_actividad_agricola","Superfice_carto_agricola","Superficie_sembrada","Terreno_promedio_ha_total","Terreno_promedio_aricola","Porcentaje_terrenos_forestal","Porcentaje_terrenos_pecuario","Porcentaje_terrenos_agricola","Porcentaje_ocupado"
"5249","07066003-8028","07","Chiapas","066","Pantelhó","003-8","028","25",28.4675,0,0,28,25,28.4675,283928.785064,1.1387,0,0,1,1
"5250","07067001-6001","07","Chiapas","067","Pantepec","001-6","001","89",1544.2746,0,21,1,68,1179.8952,15735783.4435,17.3514,0,0.235955056179775,0.764044943820225,1
"5251","07067001-6002","07","Chiapas","067","Pantepec","001-6","002","51",180.6726,0,30,4,21,74.3946,3607462.39158,7.0852,0,0.588235294117647,0.411764705882353,1
"5252","07067001-6003","07","Chiapas","067","Pantepec","001-6","003","76",518.5084,0,0,3,62,424.3258,5176386.80514,6.82247894736842,0,0,0.815789473684211,0.815789473684211
"5253","07067001-6004","07","Chiapas","067","Pantepec","001-6","004","43",205.0431,0,11,4,28,124.8011,2046711.85658,4.76844418604651,0,0.255813953488372,0.651162790697674,0.906976744186047
"5254","07067001-6005","07","Chiapas","067","Pantepec","001-6","005","25",510.6789,0,12,10,13,332.3597,10195328.35596,40.854312,0,0.48,0.52,1
"5255","07067001-6006","07","Chiapas","067","Pantepec","001-6","006","74",650.0416,0,50,6,17,46.2603,6492315.59131,8.78434594594595,0,0.675675675675676,0.22972972972973,0.905405405405405
"5256","07067001-6008","07","Chiapas","067","Pantepec","001-6","008","8",141.9698,2,3,0,0,0,0,0,0.25,0.375,0,0.625
"5257","07067002-0001","07","Chiapas","067","Pantepec","002-0","001","39",204.5195,1,11,4,15,38.2103,8277948.00156,20.976358974359,0.0256410256410256,0.282051282051282,0.384615384615385,0.692307692307692
"5258","07067002-0002","07","Chiapas","067","Pantepec","002-0","002","15",183.1391,1,11,2,1,17.3006,1827754.69988,12.2092733333333,0.0666666666666667,0.733333333333333,0.0666666666666667,0.866666666666667
"5259","07067002-0003","07","Chiapas","067","Pantepec","002-0","003","223",383.5805,2,138,9,65,93.4496,12010957.21701,5.16027578475336,0.00896860986547085,0.618834080717489,0.291479820627803,0.919282511210762
"5260","07067002-0004","07","Chiapas","067","Pantepec","002-0","004","16",147.8283,0,6,8,6,106.3138,2950554.1109,18.4785375,0,0.375,0.375,0.75
"5261","07067002-0005","07","Chiapas","067","Pantepec","002-0","005","351",590.8764,0,109,15,203,245.8777,18140793.01932,5.05022564102564,0,0.310541310541311,0.578347578347578,0.888888888888889
"5262","07067002-0006","07","Chiapas","067","Pantepec","002-0","006","17",241.8951,0,0,6,15,208.3503,2413903.86242,14.2291235294118,0,0,0.882352941176471,0.882352941176471
"5263","07067002-0007","07","Chiapas","067","Pantepec","002-0","007","146",301.6506,0,5,14,23,47.5203,6020496.95132,4.1322,0,0.0342465753424658,0.157534246575342,0.191780821917808
"5264","07067002-0008","07","Chiapas","067","Pantepec","002-0","008","55",238.1208,0,0,16,48,171.3629,4752247.18388,8.65893818181818,0,0,0.872727272727273,0.872727272727273
"5265","07067002-0009","07","Chiapas","067","Pantepec","002-0","009","104",128.024,0,0,18,65,80.015,2554887.38586,2.462,0,0,0.625,0.625
"5266","07067004-A001","07","Chiapas","067","Pantepec","004-A","001","1374",2377.1185,1,194,4,1077,1391.4039,97116877.2324,6.92028675400291,0.000727802037845706,0.141193595342067,0.783842794759825,0.925764192139738
"5267","07067004-A003","07","Chiapas","067","Pantepec","004-A","003","37",242.1835,0,22,6,4,26.182,4833762.87564,13.091,0,0.594594594594595,0.108108108108108,0.702702702702703
"5268","07067004-A005","07","Chiapas","067","Pantepec","004-A","005","18",196.4754,0,0,10,18,196.4754,3921121.9381,21.8306,0,0,1,1
"5269","07067004-A006","07","Chiapas","067","Pantepec","004-A","006","178",454.85,0,48,12,55,119.9173,9077515.2517,5.11067415730337,0,0.269662921348315,0.308988764044944,0.578651685393258
"5270","07067004-A009","07","Chiapas","067","Pantepec","004-A","009","36",297.9396,0,1,27,10,82.761,8918663.25447,24.8283,0,0.0277777777777778,0.277777777777778,0.305555555555556
"5271","07067004-A010","07","Chiapas","067","Pantepec","004-A","010","76",83.7665,0,44,10,27,21.0349,932793.631167,1.10219078947368,0,0.578947368421053,0.355263157894737,0.934210526315789
"5272","07067004-A011","07","Chiapas","067","Pantepec","004-A","011","32",134.976,0,20,11,12,50.616,1346762.75232,4.218,0,0.625,0.375,1
"5273","07067004-A013","07","Chiapas","067","Pantepec","004-A","013","170",424.2091,0,34,39,70,163.0494,12828370.12335,7.48604294117647,0,0.2,0.411764705882353,0.611764705882353
"5274","07068002-8002","07","Chiapas","068","Pichucalco","002-8","002","11",456.8859,0,7,2,1,52.9015,4567833.1006,41.5350818181818,0,0.636363636363636,0.0909090909090909,0.727272727272727
"5275","07068002-8003","07","Chiapas","068","Pichucalco","002-8","003","13",758.7251,0,3,0,0,0,0,0,0,0.230769230769231,0,0.230769230769231
"5276","07068002-8004","07","Chiapas","068","Pichucalco","002-8","004","1",103.8081,0,0,0,0,0,0,0,0,0,0,0
"5277","07068002-8005","07","Chiapas","068","Pichucalco","002-8","005","8",1521.5069,0,5,0,0,0,0,0,0,0.625,0,0.625
"5278","07068002-8006","07","Chiapas","068","Pichucalco","002-8","006","109",457.2869,0,51,12,24,109.169,10849051.22122,8.39058532110092,0,0.467889908256881,0.220183486238532,0.688073394495413
"5279","07068002-8007","07","Chiapas","068","Pichucalco","002-8","007","13",1024.4514,0,7,0,0,0,0,0,0,0.538461538461538,0,0.538461538461538
"5280","07068002-8008","07","Chiapas","068","Pichucalco","002-8","008","43",178.303,0,31,16,7,31.1653,3821428.22576,8.29316279069768,0,0.720930232558139,0.162790697674419,0.883720930232558
"5281","07068002-8009","07","Chiapas","068","Pichucalco","002-8","009","27",963.9077,0,21,9,3,30.6017,9635246.34054,35.7002851851852,0,0.777777777777778,0.111111111111111,0.888888888888889
"5282","07068002-8010","07","Chiapas","068","Pichucalco","002-8","010","1",86.0021,0,1,0,0,0,0,0,0,1,0,1
"5283","07068002-8014","07","Chiapas","068","Pichucalco","002-8","014","38",346.601,0,30,0,0,0,0,0,0,0.789473684210526,0,0.789473684210526
"5284","07068002-8015","07","Chiapas","068","Pichucalco","002-8","015","5",1745.8156,0,5,0,0,0,0,0,0,1,0,1
"5285","07068002-8016","07","Chiapas","068","Pichucalco","002-8","016","16",935.9299,0,6,0,0,0,0,0,0,0.375,0,0.375
"5286","07068002-8017","07","Chiapas","068","Pichucalco","002-8","017","31",726.0347,0,22,17,5,101.1502,7256726.72363,23.4204741935484,0,0.709677419354839,0.161290322580645,0.870967741935484
"5287","07068002-8018","07","Chiapas","068","Pichucalco","002-8","018","26",844.8952,0,14,18,2,17.5954,8444284.44323,32.4959692307692,0,0.538461538461538,0.0769230769230769,0.615384615384615
"5288","07068002-8019","07","Chiapas","068","Pichucalco","002-8","019","65",132.0292,0,34,19,7,10.5507,1373967.01311,2.03121846153846,0,0.523076923076923,0.107692307692308,0.630769230769231
"5289","07068004-7001","07","Chiapas","068","Pichucalco","004-7","001","21",878.7418,0,12,1,3,18.2749,8782825.02556,41.8448476190476,0,0.571428571428571,0.142857142857143,0.714285714285714
"5290","07068004-7002","07","Chiapas","068","Pichucalco","004-7","002","25",946.3404,0,15,0,0,0,0,0,0,0.6,0,0.6
"5291","07068004-7003","07","Chiapas","068","Pichucalco","004-7","003","11",711.2194,0,5,0,0,0,0,0,0,0.454545454545455,0,0.454545454545455
"5292","07068004-7004","07","Chiapas","068","Pichucalco","004-7","004","8",806.0744,0,3,4,1,16.88,8055985.02535,100.7593,0,0.375,0.125,0.5
"5293","07068004-7005","07","Chiapas","068","Pichucalco","004-7","005","44",976.153,0,27,5,15,308.0738,9755391.93969,22.1852954545455,0,0.613636363636364,0.340909090909091,0.954545454545455
"5294","07068004-7006","07","Chiapas","068","Pichucalco","004-7","006","11",892.4224,0,9,6,1,129.6023,8918330.95416,81.1293090909091,0,0.818181818181818,0.0909090909090909,0.909090909090909
"5295","07068004-7007","07","Chiapas","068","Pichucalco","004-7","007","26",581.7096,0,7,7,10,246.1131,5813304.42662,22.3734461538462,0,0.269230769230769,0.384615384615385,0.653846153846154
"5296","07068004-7008","07","Chiapas","068","Pichucalco","004-7","008","18",511.7383,0,7,8,6,133.0157,5113745.54571,28.4299055555556,0,0.388888888888889,0.333333333333333,0.722222222222222
"5297","07068004-7009","07","Chiapas","068","Pichucalco","004-7","009","25",592.0245,0,19,18,4,47.022,11831863.2882,47.36196,0,0.76,0.16,0.92
"5298","07068004-7010","07","Chiapas","068","Pichucalco","004-7","010","27",800.588,0,18,20,3,62.8138,16000402.33942,59.3028148148148,0,0.666666666666667,0.111111111111111,0.777777777777778
"5299","07068005-1001","07","Chiapas","068","Pichucalco","005-1","001","35",535.0934,0,9,1,17,166.044,5348353.36728,15.2883828571429,0,0.257142857142857,0.485714285714286,0.742857142857143
"5300","07068005-1002","07","Chiapas","068","Pichucalco","005-1","002","18",1178.2141,0,12,2,1,3.5487,11775628.8224,65.4563388888889,0,0.666666666666667,0.0555555555555556,0.722222222222222
"5301","07068005-1003","07","Chiapas","068","Pichucalco","005-1","003","14",354.1902,0,2,3,2,13.83,3540062.4707,25.2993,0,0.142857142857143,0.142857142857143,0.285714285714286
"5302","07068005-1005","07","Chiapas","068","Pichucalco","005-1","005","8",517.3544,0,4,5,1,37.4591,5170508.77729,64.6693,0,0.5,0.125,0.625
"5303","07068005-1006","07","Chiapas","068","Pichucalco","005-1","006","41",1232.9098,0,21,12,9,198.4659,24643607.8108,60.1419414634146,0,0.51219512195122,0.219512195121951,0.731707317073171
"5304","07068005-1007","07","Chiapas","068","Pichucalco","005-1","007","7",362.1064,0,5,0,0,0,0,0,0,0.714285714285714,0,0.714285714285714
"5305","07068005-1008","07","Chiapas","068","Pichucalco","005-1","008","53",1329.6164,0,30,16,11,281.058,26575016.3166,50.1742037735849,0,0.566037735849057,0.207547169811321,0.773584905660377
"5306","07068005-1009","07","Chiapas","068","Pichucalco","005-1","009","4",535.8392,0,4,0,0,0,0,0,0,1,0,1
"5307","07068005-1010","07","Chiapas","068","Pichucalco","005-1","010","19",349.5407,0,12,10,6,69.4136,3493172.80346,18.3968789473684,0,0.631578947368421,0.315789473684211,0.947368421052632
"5308","07068005-1011","07","Chiapas","068","Pichucalco","005-1","011","7",151.0598,0,2,11,3,31.1445,1509698.38141,21.5799714285714,0,0.285714285714286,0.428571428571429,0.714285714285714
"5309","07068005-1013","07","Chiapas","068","Pichucalco","005-1","013","94",741.9026,0,45,13,39,227.6703,7413929.75605,7.89258085106383,0,0.478723404255319,0.414893617021277,0.893617021276596
"5310","07068005-1014","07","Chiapas","068","Pichucalco","005-1","014","39",757.4661,0,18,14,17,129.8602,7569343.57604,19.4222076923077,0,0.461538461538462,0.435897435897436,0.897435897435897
"5311","07068005-1015","07","Chiapas","068","Pichucalco","005-1","015","63",497.6941,0,15,45,35,171.1964,14920282.7781,23.699719047619,0,0.238095238095238,0.555555555555556,0.793650793650794
"5312","07068005-1016","07","Chiapas","068","Pichucalco","005-1","016","20",906.4527,0,2,32,16,664.0078,18116195.77356,90.64527,0,0.1,0.8,0.9
"5313","07068005-1017","07","Chiapas","068","Pichucalco","005-1","017","25",457.7759,0,16,17,1,5.5203,4574250.92995,18.311036,0,0.64,0.04,0.68
"5314","07068005-1018","07","Chiapas","068","Pichucalco","005-1","018","40",796.1714,0,5,18,28,578.5663,7955231.04716,19.904285,0,0.125,0.7,0.825
"5315","07068006-6001","07","Chiapas","068","Pichucalco","006-6","001","3",247.9508,0,1,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333
"5316","07068006-6002","07","Chiapas","068","Pichucalco","006-6","002","568",1050.4819,0,170,4,162,109.3387,21766935.575,3.69887992957746,0,0.299295774647887,0.285211267605634,0.584507042253521
"5317","07068006-6003","07","Chiapas","068","Pichucalco","006-6","003","4",939.8261,0,0,3,1,264.1724,9395338.01049,234.956525,0,0,0.25,0.25
"5318","07068006-6004","07","Chiapas","068","Pichucalco","006-6","004","43",500.8852,0,35,4,4,181.0042,5006877.42261,11.6484930232558,0,0.813953488372093,0.0930232558139535,0.906976744186047
"5319","07068006-6005","07","Chiapas","068","Pichucalco","006-6","005","13",1234.7157,0,1,0,0,0,0,0,0,0.0769230769230769,0,0.0769230769230769
"5320","07068006-6006","07","Chiapas","068","Pichucalco","006-6","006","5",861.9381,0,3,6,2,314.542,8614986.23238,172.38762,0,0.6,0.4,1
"5321","07068006-6007","07","Chiapas","068","Pichucalco","006-6","007","8",1298.286,0,2,0,0,0,0,0,0,0.25,0,0.25
"5322","07068006-6008","07","Chiapas","068","Pichucalco","006-6","008","8",777.0626,0,3,0,0,0,0,0,0,0.375,0,0.375
"5323","07068006-6009","07","Chiapas","068","Pichucalco","006-6","009","5",404.7214,0,1,0,0,0,0,0,0,0.2,0,0.2
"5324","07068006-6010","07","Chiapas","068","Pichucalco","006-6","010","13",823.6905,0,6,30,3,100.6971,24695853.59352,190.082423076923,0,0.461538461538462,0.230769230769231,0.692307692307692
"5325","07068006-6011","07","Chiapas","068","Pichucalco","006-6","011","67",1071.6741,0,22,33,30,342.7103,32129054.4618,47.9854074626866,0,0.328358208955224,0.447761194029851,0.776119402985075
"5326","07068006-6012","07","Chiapas","068","Pichucalco","006-6","012","7",422.3722,0,4,0,0,0,0,0,0,0.571428571428571,0,0.571428571428571
"5327","07068006-6013","07","Chiapas","068","Pichucalco","006-6","013","11",1210.831,0,1,13,1,29.1015,12100324.9232,110.075545454545,0,0.0909090909090909,0.0909090909090909,0.181818181818182
"5328","07068006-6014","07","Chiapas","068","Pichucalco","006-6","014","5",851.1512,0,0,14,2,225.2081,8505042.71999,170.23024,0,0,0.4,0.4
"5329","07068006-6015","07","Chiapas","068","Pichucalco","006-6","015","4",121.0614,0,3,0,0,0,0,0,0,0.75,0,0.75
"5330","07068007-0001","07","Chiapas","068","Pichucalco","007-0","001","16",799.4568,0,8,1,1,60.5751,7991177.20263,49.96605,0,0.5,0.0625,0.5625
"5331","07068007-0002","07","Chiapas","068","Pichucalco","007-0","002","16",956.6939,0,5,2,1,69.0692,9559761.78657,59.79336875,0,0.3125,0.0625,0.375
"5332","07068007-0003","07","Chiapas","068","Pichucalco","007-0","003","7",212.9786,0,4,3,3,48.8379,2128234.94104,30.4255142857143,0,0.571428571428571,0.428571428571429,1
"5333","07068007-0004","07","Chiapas","068","Pichucalco","007-0","004","32",572.4321,0,30,0,0,0,0,0,0,0.9375,0,0.9375
"5334","07068007-0005","07","Chiapas","068","Pichucalco","007-0","005","12",293.7811,0,10,0,0,0,0,0,0,0.833333333333333,0,0.833333333333333
"5335","07068007-0006","07","Chiapas","068","Pichucalco","007-0","006","42",384.1842,0,10,6,11,59.727,3838806.22873,9.14724285714286,0,0.238095238095238,0.261904761904762,0.5
"5336","07068007-0007","07","Chiapas","068","Pichucalco","007-0","007","13",438.1629,0,9,14,3,55.5999,8756179.48342,67.4096769230769,0,0.692307692307692,0.230769230769231,0.923076923076923
"5337","07068007-0008","07","Chiapas","068","Pichucalco","007-0","008","4",394.8436,0,4,0,0,0,0,0,0,1,0,1
"5338","07068007-0009","07","Chiapas","068","Pichucalco","007-0","009","85",477.4119,1,10,9,58,236.9097,4770361.86481,5.61661058823529,0.0117647058823529,0.117647058823529,0.682352941176471,0.811764705882353
"5339","07068007-0010","07","Chiapas","068","Pichucalco","007-0","010","35",588.815,0,10,20,8,244.6895,11766677.34686,33.6465714285714,0,0.285714285714286,0.228571428571429,0.514285714285714
"5340","07068007-0011","07","Chiapas","068","Pichucalco","007-0","011","34",704.2505,0,34,0,0,0,0,0,0,1,0,1
"5341","07068007-0013","07","Chiapas","068","Pichucalco","007-0","013","28",28.8528,0,12,13,7,4.4633,288283.567412,1.03045714285714,0,0.428571428571429,0.25,0.678571428571429
"5342","07068007-0014","07","Chiapas","068","Pichucalco","007-0","014","1",134.6416,0,0,0,0,0,0,0,0,0,0,0
"5343","07068007-0015","07","Chiapas","068","Pichucalco","007-0","015","10",719.11,0,8,0,0,0,0,0,0,0.8,0,0.8
"5344","07068007-0016","07","Chiapas","068","Pichucalco","007-0","016","39",737.4446,0,27,16,7,36.0167,7367474.15856,18.9088358974359,0,0.692307692307692,0.179487179487179,0.871794871794872
"5345","07068008-5001","07","Chiapas","068","Pichucalco","008-5","001","17",795.3585,0,15,0,0,0,0,0,0,0.882352941176471,0,0.882352941176471
"5346","07068008-5002","07","Chiapas","068","Pichucalco","008-5","002","90",691.0982,0,54,4,20,178.8022,13961051.88852,15.3577377777778,0,0.6,0.222222222222222,0.822222222222222
"5347","07068008-5003","07","Chiapas","068","Pichucalco","008-5","003","30",309.3698,0,19,3,6,26.3082,3090753.60196,10.3123266666667,0,0.633333333333333,0.2,0.833333333333333
"5348","07068008-5004","07","Chiapas","068","Pichucalco","008-5","004","5",32.2188,0,5,0,0,0,0,0,0,1,0,1
"5349","07068008-5005","07","Chiapas","068","Pichucalco","008-5","005","31",106.5552,0,12,5,12,30.5199,1110572.64276,3.43726451612903,0,0.387096774193548,0.387096774193548,0.774193548387097
"5350","07068008-5006","07","Chiapas","068","Pichucalco","008-5","006","19",899.0417,0,14,0,0,0,0,0,0,0.736842105263158,0,0.736842105263158
"5351","07068008-5007","07","Chiapas","068","Pichucalco","008-5","007","17",795.8319,0,16,0,0,0,0,0,0,0.941176470588235,0,0.941176470588235
"5352","07068008-5008","07","Chiapas","068","Pichucalco","008-5","008","7",351.0946,0,5,8,1,64.9202,3507335.76796,50.1563714285714,0,0.714285714285714,0.142857142857143,0.857142857142857
"5353","07068008-5009","07","Chiapas","068","Pichucalco","008-5","009","212",2895.4423,0,176,9,1,3.4788,29305403.4074,13.6577466981132,0,0.830188679245283,0.00471698113207547,0.834905660377359
"5354","07068008-5010","07","Chiapas","068","Pichucalco","008-5","010","15",219.9238,0,7,0,0,0,0,0,0,0.466666666666667,0,0.466666666666667
"5355","07068008-5011","07","Chiapas","068","Pichucalco","008-5","011","18",137.6093,0,17,0,0,0,0,0,0,0.944444444444444,0,0.944444444444444
"5356","07068008-5012","07","Chiapas","068","Pichucalco","008-5","012","23",725.8856,0,20,12,1,29.7744,7250680.01346,31.5602434782609,0,0.869565217391304,0.0434782608695652,0.91304347826087
"5357","07068008-5013","07","Chiapas","068","Pichucalco","008-5","013","46",2128.5537,0,44,0,0,0,0,0,0,0.956521739130435,0,0.956521739130435
"5358","07068008-5014","07","Chiapas","068","Pichucalco","008-5","014","1",120.604,0,1,0,0,0,0,0,0,1,0,1
"5359","07068008-5015","07","Chiapas","068","Pichucalco","008-5","015","18",165.18,0,17,0,0,0,0,0,0,0.944444444444444,0,0.944444444444444
"5360","07068008-5018","07","Chiapas","068","Pichucalco","008-5","018","1",47.4935,0,0,0,0,0,0,0,0,0,0,0
"5361","07068008-5019","07","Chiapas","068","Pichucalco","008-5","019","1",38.1827,0,0,0,0,0,0,0,0,0,0,0
"5362","07068008-5020","07","Chiapas","068","Pichucalco","008-5","020","3",6.2562,0,3,0,0,0,0,0,0,1,0,1
"5363","07069002-5001","07","Chiapas","069","Pijijiapan","002-5","001","8",257.4028,0,7,0,0,0,0,0,0,0.875,0,0.875
"5364","07069002-5002","07","Chiapas","069","Pijijiapan","002-5","002","11",664.1399,0,5,2,2,102.7343,6590758.45604,60.3763545454545,0,0.454545454545455,0.181818181818182,0.636363636363636
"5365","07069002-5003","07","Chiapas","069","Pijijiapan","002-5","003","1",245.2114,0,0,0,0,0,0,0,0,0,0,0
"5366","07069002-5004","07","Chiapas","069","Pijijiapan","002-5","004","1",26.5065,0,0,0,0,0,0,0,0,0,0,0
"5367","07069002-5005","07","Chiapas","069","Pijijiapan","002-5","005","1",1322.4111,0,0,0,0,0,0,0,0,0,0,0
"5368","07069002-5006","07","Chiapas","069","Pijijiapan","002-5","006","4",631.208,0,2,0,0,0,0,0,0,0.5,0,0.5
"5369","07069002-5007","07","Chiapas","069","Pijijiapan","002-5","007","17",401.7217,0,7,7,7,166.0993,3986520.49055,23.6306882352941,0,0.411764705882353,0.411764705882353,0.823529411764706
"5370","07069002-5008","07","Chiapas","069","Pijijiapan","002-5","008","57",206.2368,0,26,8,15,72.2899,2051859.48091,3.61818947368421,0,0.456140350877193,0.263157894736842,0.719298245614035
"5371","07069002-5010","07","Chiapas","069","Pijijiapan","002-5","010","14",1552.6085,0,13,0,0,0,0,0,0,0.928571428571429,0,0.928571428571429
"5372","07069002-5011","07","Chiapas","069","Pijijiapan","002-5","011","14",1099.2519,0,11,11,2,205.004,10906132.6597,78.5179928571429,0,0.785714285714286,0.142857142857143,0.928571428571429
"5373","07069002-5012","07","Chiapas","069","Pijijiapan","002-5","012","7",265.7528,0,6,0,0,0,0,0,0,0.857142857142857,0,0.857142857142857
"5374","07069002-5013","07","Chiapas","069","Pijijiapan","002-5","013","12",1197.3398,0,12,0,0,0,0,0,0,1,0,1
"5375","07069002-5014","07","Chiapas","069","Pijijiapan","002-5","014","6",364.91,0,6,0,0,0,0,0,0,1,0,1
"5376","07069002-5015","07","Chiapas","069","Pijijiapan","002-5","015","62",320.2187,0,27,15,23,148.9901,3186528.17769,5.16481774193548,0,0.435483870967742,0.370967741935484,0.806451612903226
"5377","07069002-5016","07","Chiapas","069","Pijijiapan","002-5","016","10",130.1896,0,4,16,1,9.1864,1291635.65814,13.01896,0,0.4,0.1,0.5
"5378","07069002-5017","07","Chiapas","069","Pijijiapan","002-5","017","3",238.5955,0,3,0,0,0,0,0,0,1,0,1
"5379","07069002-5021","07","Chiapas","069","Pijijiapan","002-5","021","8",672.0691,0,6,0,0,0,0,0,0,0.75,0,0.75
"5380","07069002-5022","07","Chiapas","069","Pijijiapan","002-5","022","3",77.1517,0,2,0,0,0,0,0,0,0.666666666666667,0,0.666666666666667
"5381","07069002-5023","07","Chiapas","069","Pijijiapan","002-5","023","2",441.1482,0,0,0,0,0,0,0,0,0,0,0
"5382","07069002-5025","07","Chiapas","069","Pijijiapan","002-5","025","5",168.9106,0,5,0,0,0,0,0,0,1,0,1
"5383","07069002-5026","07","Chiapas","069","Pijijiapan","002-5","026","19",35.1271,0,1,52,3,5.5225,805602.634204,3.69758947368421,0,0.0526315789473684,0.157894736842105,0.210526315789474
"5384","07069002-5027","07","Chiapas","069","Pijijiapan","002-5","027","15",32.6951,0,1,27,11,24.6881,324361.569126,2.17967333333333,0,0.0666666666666667,0.733333333333333,0.8
"5385","07069002-5028","07","Chiapas","069","Pijijiapan","002-5","028","22",58.6818,0,7,28,6,17.5601,633756.960346,2.66735454545455,0,0.318181818181818,0.272727272727273,0.590909090909091
"5386","07069002-5029","07","Chiapas","069","Pijijiapan","002-5","029","29",31.339,0,2,0,0,0,0,0,0,0.0689655172413793,0,0.0689655172413793
"5387","07069002-5030","07","Chiapas","069","Pijijiapan","002-5","030","36",39.7657,0,0,60,31,34.2502,1131528.866792,2.20920555555556,0,0,0.861111111111111,0.861111111111111
"5388","07069002-5031","07","Chiapas","069","Pijijiapan","002-5","031","39",43.2506,0,1,62,37,42.375,858305.143708,2.21797948717949,0,0.0256410256410256,0.948717948717949,0.974358974358974
"5389","07069002-5032","07","Chiapas","069","Pijijiapan","002-5","032","127",624.8823,0,86,32,30,157.3041,6379361.58862,4.92033307086614,0,0.677165354330709,0.236220472440945,0.913385826771654
"5390","07069002-5033","07","Chiapas","069","Pijijiapan","002-5","033","1",24.8128,0,1,0,0,0,0,0,0,1,0,1
"5391","07069002-5034","07","Chiapas","069","Pijijiapan","002-5","034","1",32.3057,0,0,0,0,0,0,0,0,0,0,0
"5392","07069002-5035","07","Chiapas","069","Pijijiapan","002-5","035","7",219.3006,0,0,35,5,27.7646,2176232.77304,31.3286571428571,0,0,0.714285714285714,0.714285714285714
"5393","07069002-5036","07","Chiapas","069","Pijijiapan","002-5","036","1",101.3808,0,0,0,0,0,0,0,0,0,0,0
"5394","07069002-5037","07","Chiapas","069","Pijijiapan","002-5","037","3",83.2168,0,2,0,0,0,0,0,0,0.666666666666667,0,0.666666666666667
"5395","07069002-5038","07","Chiapas","069","Pijijiapan","002-5","038","35",435.1208,0,2,0,0,0,0,0,0,0.0571428571428571,0,0.0571428571428571
"5396","07069002-5039","07","Chiapas","069","Pijijiapan","002-5","039","20",106.29,0,6,0,0,0,0,0,0,0.3,0,0.3
"5397","07069002-5040","07","Chiapas","069","Pijijiapan","002-5","040","20",121.0345,0,10,40,4,18.4603,1200936.23599,6.051725,0,0.5,0.2,0.7
"5398","07069002-5041","07","Chiapas","069","Pijijiapan","002-5","041","8",43.905,0,1,41,7,38.1646,435625.847421,5.488125,0,0.125,0.875,1
"5399","07069002-5042","07","Chiapas","069","Pijijiapan","002-5","042","2",82.6924,0,0,0,0,0,0,0,0,0,0,0
"5400","07069002-5043","07","Chiapas","069","Pijijiapan","002-5","043","14",111.2538,0,6,43,1,9.4355,1103923.77128,7.9467,0,0.428571428571429,0.0714285714285714,0.5
"5401","07069002-5044","07","Chiapas","069","Pijijiapan","002-5","044","1",111.2745,0,0,0,0,0,0,0,0,0,0,0
"5402","07069003-A001","07","Chiapas","069","Pijijiapan","003-A","001","65",6744.6719,0,25,0,0,0,0,0,0,0.384615384615385,0,0.384615384615385
"5403","07069003-A002","07","Chiapas","069","Pijijiapan","003-A","002","27",1868.2261,0,8,2,5,296.1662,18541159.753,69.1935592592593,0,0.296296296296296,0.185185185185185,0.481481481481481
"5404","07069003-A003","07","Chiapas","069","Pijijiapan","003-A","003","5",755.1565,0,3,3,2,369.7127,7493310.00511,151.0313,0,0.6,0.4,1
"5405","07069003-A004","07","Chiapas","069","Pijijiapan","003-A","004","14",2058.4374,0,6,8,4,544.0599,40849878.6206,294.062485714286,0,0.428571428571429,0.285714285714286,0.714285714285714
"5406","07069003-A005","07","Chiapas","069","Pijijiapan","003-A","005","1",691.7762,0,0,0,0,0,0,0,0,0,0,0
"5407","07069003-A007","07","Chiapas","069","Pijijiapan","003-A","007","12",86.818,0,0,7,10,31.6774,861363.724854,7.23483333333333,0,0,0.833333333333333,0.833333333333333
"5408","07069004-4001","07","Chiapas","069","Pijijiapan","004-4","001","47",446.5675,0,32,0,0,0,0,0,0,0.680851063829787,0,0.680851063829787
"5409","07069004-4002","07","Chiapas","069","Pijijiapan","004-4","002","137",1004.7176,0,67,2,19,174.5631,10209679.9013,7.33370510948905,0,0.489051094890511,0.138686131386861,0.627737226277372
"5410","07069004-4004","07","Chiapas","069","Pijijiapan","004-4","004","1",2950.3835,0,0,0,0,0,0,0,0,0,0,0
"5411","07069004-4005","07","Chiapas","069","Pijijiapan","004-4","005","11",181.044,0,10,0,0,0,0,0,0,0.909090909090909,0,0.909090909090909
"5412","07069004-4006","07","Chiapas","069","Pijijiapan","004-4","006","23",292.0745,0,20,0,0,0,0,0,0,0.869565217391304,0,0.869565217391304
"5413","07069004-4007","07","Chiapas","069","Pijijiapan","004-4","007","13",261.2831,0,13,0,0,0,0,0,0,1,0,1
"5414","07069004-4008","07","Chiapas","069","Pijijiapan","004-4","008","18",99.8388,0,12,0,0,0,0,0,0,0.666666666666667,0,0.666666666666667
"5415","07069004-4009","07","Chiapas","069","Pijijiapan","004-4","009","13",558.2549,0,13,0,0,0,0,0,0,1,0,1
"5416","07069004-4011","07","Chiapas","069","Pijijiapan","004-4","011","3",424.5389,0,0,0,0,0,0,0,0,0,0,0
