"","AC","cve_Entidad","Entidad","cvd_Municipio","Municipio","cve_AGEB","cve_Manzana","Terrenos_totales","Superficie_total","Terrenos_con_actividad_forestal","Terrenos_con_actividad_pecuaria","Terrenos_con_actividad_agricola","Superfice_carto_agricola","Superficie_sembrada","Terreno_promedio_ha_total","Terreno_promedio_aricola","Porcentaje_terrenos_forestal","Porcentaje_terrenos_pecuario","Porcentaje_terrenos_agricola","Porcentaje_ocupado"
"5417","07069004-4012","07","Chiapas","069","Pijijiapan","004-4","012","35",211.4949,0,33,12,1,5.7747,2121097.08665,6.04271142857143,0,0.942857142857143,0.0285714285714286,0.971428571428571
"5418","07069004-4013","07","Chiapas","069","Pijijiapan","004-4","013","18",102.9751,0,5,13,6,41.6651,1023483.45211,5.72083888888889,0,0.277777777777778,0.333333333333333,0.611111111111111
"5419","07069004-4015","07","Chiapas","069","Pijijiapan","004-4","015","45",1438.0832,0,35,15,2,21.2116,14397087.8933,31.9574044444444,0,0.777777777777778,0.0444444444444444,0.822222222222222
"5420","07069004-4016","07","Chiapas","069","Pijijiapan","004-4","016","6",738.5546,0,4,0,0,0,0,0,0,0.666666666666667,0,0.666666666666667
"5421","07069004-4017","07","Chiapas","069","Pijijiapan","004-4","017","15",1057.1297,0,15,0,0,0,0,0,0,1,0,1
"5422","07069004-4019","07","Chiapas","069","Pijijiapan","004-4","019","33",36.5975,0,0,19,23,24.9594,362989.08248,1.10901515151515,0,0,0.696969696969697,0.696969696969697
"5423","07069004-4020","07","Chiapas","069","Pijijiapan","004-4","020","4",14.2013,0,0,20,1,3.5523,140854.147742,3.550325,0,0,0.25,0.25
"5424","07069004-4023","07","Chiapas","069","Pijijiapan","004-4","023","32",78.0066,0,26,23,1,1.5408,792302.059127,2.43770625,0,0.8125,0.03125,0.84375
"5425","07069004-4024","07","Chiapas","069","Pijijiapan","004-4","024","58",293.9274,0,49,24,5,26.7919,2945193.23313,5.06771379310345,0,0.844827586206897,0.0862068965517241,0.931034482758621
"5426","07069004-4025","07","Chiapas","069","Pijijiapan","004-4","025","1",368.2456,0,0,0,0,0,0,0,0,0,0,0
"5427","07069004-4026","07","Chiapas","069","Pijijiapan","004-4","026","18",122.0161,0,16,0,0,0,0,0,0,0.888888888888889,0,0.888888888888889
"5428","07069004-4027","07","Chiapas","069","Pijijiapan","004-4","027","1",474.8169,0,0,0,0,0,0,0,0,0,0,0
"5429","07069004-4028","07","Chiapas","069","Pijijiapan","004-4","028","1",83.549,0,0,0,0,0,0,0,0,0,0,0
"5430","07069004-4029","07","Chiapas","069","Pijijiapan","004-4","029","10",150.5151,0,10,0,0,0,0,0,0,1,0,1
"5431","07069004-4030","07","Chiapas","069","Pijijiapan","004-4","030","16",61.8221,0,13,30,2,9.2506,617615.362642,3.86388125,0,0.8125,0.125,0.9375
"5432","07069005-9001","07","Chiapas","069","Pijijiapan","005-9","001","185",1097.1104,0,117,0,0,0,0,0,0,0.632432432432432,0,0.632432432432432
"5433","07069005-9002","07","Chiapas","069","Pijijiapan","005-9","002","7",597.5602,0,7,0,0,0,0,0,0,1,0,1
"5434","07069005-9004","07","Chiapas","069","Pijijiapan","005-9","004","9",410.3512,0,9,0,0,0,0,0,0,1,0,1
"5435","07069005-9005","07","Chiapas","069","Pijijiapan","005-9","005","13",1291.6544,0,12,5,1,125.9327,12812963.1869,99.3580307692308,0,0.923076923076923,0.0769230769230769,1
"5436","07069005-9006","07","Chiapas","069","Pijijiapan","005-9","006","19",879.4929,0,17,6,1,10.1568,8723512.09688,46.2891,0,0.894736842105263,0.0526315789473684,0.947368421052632
"5437","07069005-9007","07","Chiapas","069","Pijijiapan","005-9","007","9",979.1066,0,8,0,0,0,0,0,0,0.888888888888889,0,0.888888888888889
"5438","07069005-9009","07","Chiapas","069","Pijijiapan","005-9","009","99",311.6034,0,77,18,2,4.452,6698522.46254,6.29501818181818,0,0.777777777777778,0.0202020202020202,0.797979797979798
"5439","07069005-9010","07","Chiapas","069","Pijijiapan","005-9","010","93",491.6972,0,80,10,1,5.4506,5206114.29042,5.28706666666667,0,0.860215053763441,0.010752688172043,0.870967741935484
"5440","07069005-9011","07","Chiapas","069","Pijijiapan","005-9","011","12",676.4943,0,11,0,0,0,0,0,0,0.916666666666667,0,0.916666666666667
"5441","07069005-9012","07","Chiapas","069","Pijijiapan","005-9","012","6",647.2631,0,4,0,0,0,0,0,0,0.666666666666667,0,0.666666666666667
"5442","07069005-9013","07","Chiapas","069","Pijijiapan","005-9","013","20",507.2431,0,6,0,0,0,0,0,0,0.3,0,0.3
"5443","07069005-9014","07","Chiapas","069","Pijijiapan","005-9","014","97",1253.1509,0,55,0,0,0,0,0,0,0.56701030927835,0,0.56701030927835
"5444","07069005-9015","07","Chiapas","069","Pijijiapan","005-9","015","44",101.1482,0,30,0,0,0,0,0,0,0.681818181818182,0,0.681818181818182
"5445","07069005-9017","07","Chiapas","069","Pijijiapan","005-9","017","22",107.8353,0,10,0,0,0,0,0,0,0.454545454545455,0,0.454545454545455
"5446","07069005-9019","07","Chiapas","069","Pijijiapan","005-9","019","1",432.4972,0,0,0,0,0,0,0,0,0,0,0
"5447","07069005-9020","07","Chiapas","069","Pijijiapan","005-9","020","11",34.6295,0,7,0,0,0,0,0,0,0.636363636363636,0,0.636363636363636
"5448","07069006-3001","07","Chiapas","069","Pijijiapan","006-3","001","25",339.8314,0,18,1,5,59.7549,3522345.34984,13.593256,0,0.72,0.2,0.92
"5449","07069006-3002","07","Chiapas","069","Pijijiapan","006-3","002","16",1177.8736,0,15,0,0,0,0,0,0,0.9375,0,0.9375
"5450","07069006-3003","07","Chiapas","069","Pijijiapan","006-3","003","13",857.7168,0,12,3,1,103.1256,8508133.16829,65.9782153846154,0,0.923076923076923,0.0769230769230769,1
"5451","07069006-3004","07","Chiapas","069","Pijijiapan","006-3","004","19",658.4624,0,19,0,0,0,0,0,0,1,0,1
"5452","07069006-3005","07","Chiapas","069","Pijijiapan","006-3","005","70",414.7669,0,54,10,9,50.1125,8501754.21362,11.8504828571429,0,0.771428571428571,0.128571428571429,0.9
"5453","07069006-3006","07","Chiapas","069","Pijijiapan","006-3","006","122",2064.4708,0,99,6,1,9.0662,20713621.4813,16.9218918032787,0,0.811475409836066,0.00819672131147541,0.819672131147541
"5454","07069006-3007","07","Chiapas","069","Pijijiapan","006-3","007","376",8015.9275,0,317,14,2,679.4557,160203475.755,42.6379122340426,0,0.843085106382979,0.00531914893617021,0.848404255319149
"5455","07069006-3008","07","Chiapas","069","Pijijiapan","006-3","008","10",819.7794,0,9,0,0,0,0,0,0,0.9,0,0.9
"5456","07069007-8001","07","Chiapas","069","Pijijiapan","007-8","001","6",1219.7339,0,6,0,0,0,0,0,0,1,0,1
"5457","07069007-8002","07","Chiapas","069","Pijijiapan","007-8","002","69",5772.2572,0,30,2,1,13.3936,57286904.1363,83.6559014492754,0,0.434782608695652,0.0144927536231884,0.449275362318841
"5458","07069007-8003","07","Chiapas","069","Pijijiapan","007-8","003","2",207.0178,0,0,0,0,0,0,0,0,0,0,0
"5459","07069007-8004","07","Chiapas","069","Pijijiapan","007-8","004","31",266.4002,0,21,0,0,0,0,0,0,0.67741935483871,0,0.67741935483871
"5460","07069007-8008","07","Chiapas","069","Pijijiapan","007-8","008","22",987.3457,0,7,8,1,1.246,9794230.74635,44.87935,0,0.318181818181818,0.0454545454545455,0.363636363636364
"5461","07069007-8009","07","Chiapas","069","Pijijiapan","007-8","009","8",2245.8181,0,6,0,0,0,0,0,0,0.75,0,0.75
"5462","07069007-8011","07","Chiapas","069","Pijijiapan","007-8","011","12",491.9678,0,12,0,0,0,0,0,0,1,0,1
"5463","07069007-8013","07","Chiapas","069","Pijijiapan","007-8","013","1",315.8156,0,0,0,0,0,0,0,0,0,0,0
"5464","07069007-8014","07","Chiapas","069","Pijijiapan","007-8","014","12",80.0042,0,10,14,1,6.6267,793591.461927,6.66701666666667,0,0.833333333333333,0.0833333333333333,0.916666666666667
"5465","07069007-8015","07","Chiapas","069","Pijijiapan","007-8","015","1",36.8172,0,0,0,0,0,0,0,0,0,0,0
"5466","07069007-8016","07","Chiapas","069","Pijijiapan","007-8","016","5",38.3769,0,4,0,0,0,0,0,0,0.8,0,0.8
"5467","07069007-8017","07","Chiapas","069","Pijijiapan","007-8","017","38",278.9315,0,24,34,2,15.6045,5545704.54314,14.6806052631579,0,0.631578947368421,0.0526315789473684,0.684210526315789
"5468","07069007-8018","07","Chiapas","069","Pijijiapan","007-8","018","7",34.4477,0,1,0,0,0,0,0,0,0.142857142857143,0,0.142857142857143
"5469","07069008-2002","07","Chiapas","069","Pijijiapan","008-2","002","40",3087.5466,0,30,2,6,913.691,30757672.5536,77.188665,0,0.75,0.15,0.9
"5470","07069008-2003","07","Chiapas","069","Pijijiapan","008-2","003","98",2481.5697,0,45,3,13,407.5694,25331643.3283,25.3221397959184,0,0.459183673469388,0.13265306122449,0.591836734693878
"5471","07069008-2004","07","Chiapas","069","Pijijiapan","008-2","004","23",895.8927,0,10,4,2,80.5409,10020265.9268,38.9518565217391,0,0.434782608695652,0.0869565217391304,0.521739130434783
"5472","07069008-2005","07","Chiapas","069","Pijijiapan","008-2","005","11",604.8443,0,7,5,4,161.4558,5999019.61168,54.9858454545455,0,0.636363636363636,0.363636363636364,1
"5473","07069008-2007","07","Chiapas","069","Pijijiapan","008-2","007","96",2672.615,0,68,7,1,44.1275,27080255.0463,27.8397395833333,0,0.708333333333333,0.0104166666666667,0.71875
"5474","07069008-2009","07","Chiapas","069","Pijijiapan","008-2","009","13",373.4466,0,9,0,0,0,0,0,0,0.692307692307692,0,0.692307692307692
"5475","07069009-7002","07","Chiapas","069","Pijijiapan","009-7","002","26",965.9539,0,0,4,19,501.7273,19162683.40326,74.3041461538461,0,0,0.730769230769231,0.730769230769231
"5476","07069009-7004","07","Chiapas","069","Pijijiapan","009-7","004","34",986.2057,0,0,4,33,881.688,9835058.37596,29.00605,0,0,0.970588235294118,0.970588235294118
"5477","07069009-7005","07","Chiapas","069","Pijijiapan","009-7","005","120",750.4717,0,22,15,71,395.1244,22961000.80437,18.7617925,0,0.183333333333333,0.591666666666667,0.775
"5478","07069009-7006","07","Chiapas","069","Pijijiapan","009-7","006","4",212.834,0,0,12,2,106.417,4220982.2016,106.417,0,0,0.5,0.5
"5479","07069009-7007","07","Chiapas","069","Pijijiapan","009-7","007","26",603.1028,0,25,7,1,11.1308,6284199.47932,23.1962615384615,0,0.961538461538462,0.0384615384615385,1
"5480","07069009-7008","07","Chiapas","069","Pijijiapan","009-7","008","29",626.8405,0,2,16,19,429.999,12450324.11462,43.2303793103448,0,0.0689655172413793,0.655172413793103,0.724137931034483
"5481","07069009-7009","07","Chiapas","069","Pijijiapan","009-7","009","4",278.1566,0,0,18,2,139.0783,5516334.26698,139.0783,0,0,0.5,0.5
"5482","07069009-7012","07","Chiapas","069","Pijijiapan","009-7","012","233",3097.4004,0,115,24,67,547.5445,62435406.2972,26.5871278969957,0,0.493562231759657,0.28755364806867,0.781115879828326
"5483","07069009-7013","07","Chiapas","069","Pijijiapan","009-7","013","13",19.097,0,0,13,13,19.097,189388.386001,1.469,0,0,1,1
"5484","07069009-7014","07","Chiapas","069","Pijijiapan","009-7","014","1",595.8192,0,0,14,1,595.8192,5908079.21417,595.8192,0,0,1,1
"5485","07069009-7017","07","Chiapas","069","Pijijiapan","009-7","017","71",139.0626,0,0,17,68,132.732,1384319.31197,1.95862816901408,0,0,0.957746478873239,0.957746478873239
"5486","07069010-A001","07","Chiapas","069","Pijijiapan","010-A","001","6",279.4888,0,5,0,0,0,0,0,0,0.833333333333333,0,0.833333333333333
"5487","07069010-A002","07","Chiapas","069","Pijijiapan","010-A","002","59",2701.4226,0,56,2,1,37.8087,26932144.4657,45.7868237288136,0,0.949152542372881,0.0169491525423729,0.966101694915254
"5488","07069010-A003","07","Chiapas","069","Pijijiapan","010-A","003","1",45.4095,0,0,0,0,0,0,0,0,0,0,0
"5489","07069010-A005","07","Chiapas","069","Pijijiapan","010-A","005","303",7911.4808,0,288,5,3,245.1,79392349.7992,26.110497689769,0,0.95049504950495,0.0099009900990099,0.96039603960396
"5490","07069010-A006","07","Chiapas","069","Pijijiapan","010-A","006","4",581.4364,0,0,0,0,0,0,0,0,0,0,0
"5491","07069010-A009","07","Chiapas","069","Pijijiapan","010-A","009","1",41.6572,0,0,0,0,0,0,0,0,0,0,0
"5492","07069010-A010","07","Chiapas","069","Pijijiapan","010-A","010","3",207.0083,0,2,0,0,0,0,0,0,0.666666666666667,0,0.666666666666667
"5493","07069010-A012","07","Chiapas","069","Pijijiapan","010-A","012","1",131.5994,0,0,0,0,0,0,0,0,0,0,0
"5494","07069010-A013","07","Chiapas","069","Pijijiapan","010-A","013","1",122.9647,0,0,0,0,0,0,0,0,0,0,0
"5495","07069011-4001","07","Chiapas","069","Pijijiapan","011-4","001","35",418.3388,0,28,1,1,7.5544,4520519.80371,11.9525371428571,0,0.8,0.0285714285714286,0.828571428571429
"5496","07069011-4002","07","Chiapas","069","Pijijiapan","011-4","002","98",2614.2498,0,96,2,1,13.6159,25995269.087,26.6760183673469,0,0.979591836734694,0.0102040816326531,0.989795918367347
"5497","07069011-4004","07","Chiapas","069","Pijijiapan","011-4","004","9",558.791,0,8,0,0,0,0,0,0,0.888888888888889,0,0.888888888888889
"5498","07069011-4005","07","Chiapas","069","Pijijiapan","011-4","005","104",845.2946,0,87,0,0,0,0,0,0,0.836538461538462,0,0.836538461538462
"5499","07069011-4006","07","Chiapas","069","Pijijiapan","011-4","006","101",1187.6806,0,67,18,10,103.257,37186753.3119,35.2776415841584,0,0.663366336633663,0.099009900990099,0.762376237623762
"5500","07069011-4007","07","Chiapas","069","Pijijiapan","011-4","007","90",2319.4964,0,83,0,0,0,0,0,0,0.922222222222222,0,0.922222222222222
"5501","07069011-4010","07","Chiapas","069","Pijijiapan","011-4","010","5",1.4077,0,5,0,0,0,0,0,0,1,0,1
"5502","07069011-4012","07","Chiapas","069","Pijijiapan","011-4","012","58",903.5937,0,54,12,1,22.0419,9281622.57785,15.5792017241379,0,0.931034482758621,0.0172413793103448,0.948275862068966
"5503","07069011-4014","07","Chiapas","069","Pijijiapan","011-4","014","24",200.0643,0,24,0,0,0,0,0,0,1,0,1
"5504","07069011-4016","07","Chiapas","069","Pijijiapan","011-4","016","1",18.9334,0,1,0,0,0,0,0,0,1,0,1
"5505","07069011-4017","07","Chiapas","069","Pijijiapan","011-4","017","155",2062.3561,0,148,0,0,0,0,0,0,0.954838709677419,0,0.954838709677419
"5506","07069011-4018","07","Chiapas","069","Pijijiapan","011-4","018","99",1099.7474,0,87,18,1,10.8635,11125602.4993,11.1085595959596,0,0.878787878787879,0.0101010101010101,0.888888888888889
"5507","07069011-4019","07","Chiapas","069","Pijijiapan","011-4","019","68",363.8331,0,41,0,0,0,0,0,0,0.602941176470588,0,0.602941176470588
"5508","07069011-4021","07","Chiapas","069","Pijijiapan","011-4","021","4",43.8707,0,3,0,0,0,0,0,0,0.75,0,0.75
"5509","07069011-4022","07","Chiapas","069","Pijijiapan","011-4","022","14",219.3121,0,13,0,0,0,0,0,0,0.928571428571429,0,0.928571428571429
"5510","07069011-4024","07","Chiapas","069","Pijijiapan","011-4","024","18",180.3222,0,18,0,0,0,0,0,0,1,0,1
"5511","07069011-4025","07","Chiapas","069","Pijijiapan","011-4","025","12",52.7408,0,9,0,0,0,0,0,0,0.75,0,0.75
"5512","07069011-4026","07","Chiapas","069","Pijijiapan","011-4","026","25",292.8795,0,20,26,1,13.2687,3037935.93354,11.71518,0,0.8,0.04,0.84
"5513","07069011-4027","07","Chiapas","069","Pijijiapan","011-4","027","11",108.3118,0,5,0,0,0,0,0,0,0.454545454545455,0,0.454545454545455
"5514","07069011-4028","07","Chiapas","069","Pijijiapan","011-4","028","39",906.6805,0,30,28,1,17.6683,9373717.57898,23.248217948718,0,0.769230769230769,0.0256410256410256,0.794871794871795
"5515","07069011-4030","07","Chiapas","069","Pijijiapan","011-4","030","4",152.8925,0,3,0,0,0,0,0,0,0.75,0,0.75
"5516","07069011-4032","07","Chiapas","069","Pijijiapan","011-4","032","8",294.1469,0,8,0,0,0,0,0,0,1,0,1
"5517","07069011-4034","07","Chiapas","069","Pijijiapan","011-4","034","30",367.9784,0,25,0,0,0,0,0,0,0.833333333333333,0,0.833333333333333
"5518","07069011-4035","07","Chiapas","069","Pijijiapan","011-4","035","21",192.5939,0,20,35,1,8.1697,1948343.72228,9.1711380952381,0,0.952380952380952,0.0476190476190476,1
"5519","07069012-9001","07","Chiapas","069","Pijijiapan","012-9","001","3",3498.3187,0,1,1,2,3484.5897,34690868.3386,1166.10623333333,0,0.333333333333333,0.666666666666667,1
"5520","07069012-9002","07","Chiapas","069","Pijijiapan","012-9","002","71",1762.9919,0,0,2,68,681.1696,17557353.6232,24.8308718309859,0,0,0.957746478873239,0.957746478873239
"5521","07069012-9006","07","Chiapas","069","Pijijiapan","012-9","006","3",7.4832,0,0,6,1,2.4944,74212.5070892,2.4944,0,0,0.333333333333333,0.333333333333333
"5522","07069012-9008","07","Chiapas","069","Pijijiapan","012-9","008","24",993.2707,0,0,8,22,494.7646,9876966.55037,41.3862791666667,0,0,0.916666666666667,0.916666666666667
"5523","07069012-9009","07","Chiapas","069","Pijijiapan","012-9","009","1",983.9372,0,0,9,1,983.9372,9868042.33209,983.9372,0,0,1,1
"5524","07069012-9010","07","Chiapas","069","Pijijiapan","012-9","010","75",926.7601,0,40,10,34,390.033,9509445.24473,12.3568013333333,0,0.533333333333333,0.453333333333333,0.986666666666667
"5525","07069012-9011","07","Chiapas","069","Pijijiapan","012-9","011","1",495.6928,0,1,0,0,0,0,0,0,1,0,1
"5526","07069013-3002","07","Chiapas","069","Pijijiapan","013-3","002","57",1384.7131,0,11,4,28,649.8125,27457127.5538,48.5864245614035,0,0.192982456140351,0.491228070175439,0.684210526315789
"5527","07069013-3003","07","Chiapas","069","Pijijiapan","013-3","003","74",1584.6495,0,38,9,8,63.4835,50839518.1236,64.2425472972973,0,0.513513513513513,0.108108108108108,0.621621621621622
"5528","07069013-3006","07","Chiapas","069","Pijijiapan","013-3","006","62",1354.5644,0,36,12,4,48.7675,27647411.5394,43.6956258064516,0,0.580645161290323,0.0645161290322581,0.645161290322581
"5529","07069013-3008","07","Chiapas","069","Pijijiapan","013-3","008","129",1476.6357,0,33,16,30,510.4829,29516576.8992,22.893576744186,0,0.255813953488372,0.232558139534884,0.488372093023256
"5530","07069013-3010","07","Chiapas","069","Pijijiapan","013-3","010","51",2382.2969,1,45,30,5,134.7841,70832344.3164,140.135111764706,0.0196078431372549,0.882352941176471,0.0980392156862745,1
"5531","07069013-3012","07","Chiapas","069","Pijijiapan","013-3","012","55",3292.3358,0,53,12,1,25.8849,32625532.9875,59.8606509090909,0,0.963636363636364,0.0181818181818182,0.981818181818182
"5532","07069013-3013","07","Chiapas","069","Pijijiapan","013-3","013","12",13.6164,0,11,0,0,0,0,0,0,0.916666666666667,0,0.916666666666667
"5533","07069013-3017","07","Chiapas","069","Pijijiapan","013-3","017","21",540.1032,0,12,17,9,231.4728,5353924.93777,25.7192,0,0.571428571428571,0.428571428571429,1
"5534","07069013-3021","07","Chiapas","069","Pijijiapan","013-3","021","5",15.123,0,0,0,0,0,0,0,0,0,0,0
"5535","07069014-8001","07","Chiapas","069","Pijijiapan","014-8","001","183",3222.0924,0,180,0,0,0,0,0,0,0.983606557377049,0,0.983606557377049
"5536","07069014-8002","07","Chiapas","069","Pijijiapan","014-8","002","94",923.2503,0,73,0,0,0,0,0,0,0.776595744680851,0,0.776595744680851
"5537","07069014-8004","07","Chiapas","069","Pijijiapan","014-8","004","53",551.2742,0,41,0,0,0,0,0,0,0.773584905660377,0,0.773584905660377
"5538","07069014-8006","07","Chiapas","069","Pijijiapan","014-8","006","94",631.0173,0,59,6,2,17.2905,6424992.1279,6.71295,0,0.627659574468085,0.0212765957446809,0.648936170212766
"5539","07069014-8007","07","Chiapas","069","Pijijiapan","014-8","007","15",705.598,0,13,7,1,22.4421,6993100.37543,47.0398666666667,0,0.866666666666667,0.0666666666666667,0.933333333333333
"5540","07069014-8008","07","Chiapas","069","Pijijiapan","014-8","008","2",1846.1036,0,1,0,0,0,0,0,0,0.5,0,0.5
"5541","07069014-8009","07","Chiapas","069","Pijijiapan","014-8","009","55",228.2853,0,49,9,1,2.5513,2292152.58382,4.15064181818182,0,0.890909090909091,0.0181818181818182,0.909090909090909
"5542","07069014-8010","07","Chiapas","069","Pijijiapan","014-8","010","1",334.8962,0,0,0,0,0,0,0,0,0,0,0
"5543","07069014-8011","07","Chiapas","069","Pijijiapan","014-8","011","3",110.0574,0,2,0,0,0,0,0,0,0.666666666666667,0,0.666666666666667
"5544","07069014-8012","07","Chiapas","069","Pijijiapan","014-8","012","1",831.4615,0,0,0,0,0,0,0,0,0,0,0
"5545","07069014-8013","07","Chiapas","069","Pijijiapan","014-8","013","1",84.3831,0,0,0,0,0,0,0,0,0,0,0
"5546","07069014-8014","07","Chiapas","069","Pijijiapan","014-8","014","1",110.0024,1,0,0,0,0,0,0,1,0,0,1
"5547","07069014-8017","07","Chiapas","069","Pijijiapan","014-8","017","37",352.1199,0,16,17,14,126.0703,4026603.12084,9.51675405405405,0,0.432432432432432,0.378378378378378,0.810810810810811
